iter	Logloss
137	0.04155297108
138	0.04139382869
139	0.04102867622
140	0.04086568192
141	0.04071285984
142	0.0405634339
143	0.04034068567
144	0.03998711417
145	0.03974548887
146	0.03945194564
147	0.03932446915
148	0.03909741088
149	0.03890125948
150	0.03875496963
151	0.03857012113
152	0.03840737907
153	0.03823858747
154	0.03808602109
155	0.03798561427
156	0.03787889711
157	0.03777182256
158	0.03758824775
159	0.03747301265
160	0.0372582106
161	0.0370206582
162	0.03684882972
163	0.03670118417
164	0.03668167908
165	0.03649252986
166	0.03632254071
167	0.03628963557
168	0.03610818966
169	0.03600168305
170	0.03584638709
171	0.03570210217
172	0.03549879956
173	0.03536846689
174	0.03523826666
175	0.03510845592
176	0.03491288161
177	0.03472367855
178	0.03462548244
179	0.03454272468
180	0.03440906743
181	0.03434106431
182	0.03402964658
183	0.03382317507
184	0.03356431349
185	0.03348042145
186	0.03340101225
187	0.03332905141
188	0.03307544076
189	0.03287427086
190	0.03275617065
191	0.03257013065
192	0.03247469311
193	0.03241976767
194	0.03216346496
195	0.03204267252
196	0.03191293085
197	0.03164642807
198	0.031562997
199	0.03135791466
200	0.03124529247
201	0.03106065993
202	0.03099175476
203	0.03093722773
204	0.03075024678
205	0.03048086193
206	0.03034911465
207	0.03022590348
208	0.03011981267
209	0.02990149524
210	0.02978000848
211	0.02960621422
212	0.02950024902
213	0.0294401863
214	0.02932210108
215	0.02921567975
216	0.02909661284
217	0.0290014412
218	0.02897765362
219	0.02887178005
220	0.02872078506
221	0.02857515814
222	0.02852409633
223	0.02850018333
224	0.02843155777
225	0.02836706352
226	0.02813545035
227	0.0279803224
228	0.02795158099
229	0.02789160047
230	0.02781873387
231	0.02775861963
232	0.02775034634
233	0.02763035313
234	0.02754491694
235	0.02737080413
236	0.027315324
237	0.02725864863
238	0.02715226835
239	0.02710915438
240	0.02698761069
241	0.02684412674
242	0.0266681555
243	0.02653072888
244	0.02649555282
245	0.02641248827
246	0.02632342243
247	0.02632036681
248	0.02617654871
249	0.0261158909
250	0.02598872828
251	0.02589728453
252	0.02584580293
253	0.02571799405
254	0.02567401133
255	0.02558114709
256	0.02553268374
257	0.02536315512
258	0.02531125196
259	0.0251526325
260	0.02514394534
261	0.02502876558
262	0.02498332254
263	0.02490197981
264	0.02477253038
265	0.02471828069
266	0.02466755402
267	0.02457654634
268	0.02444737897
269	0.02436639066
270	0.02419866785
271	0.02415566577
272	0.02410587995
273	0.02391393424
274	0.02384925145
275	0.02378438816
276	0.02372856492
277	0.02366718003
278	0.02354990655
279	0.02351149519
280	0.02340230067
281	0.02334158522
282	0.02330517549
283	0.023268232
284	0.02321711367
285	0.02316205625
286	0.02309684459
287	0.02300594831
288	0.02295368744
289	0.02280254159
290	0.02278402286
291	0.02270575387
292	0.02266820674
293	0.02260253503
294	0.02254713628
295	0.02254383911
296	0.02246419345
297	0.0224163009
298	0.0223162576
299	0.02223143247
300	0.02220429869
301	0.02217250377
302	0.02201601515
303	0.02193662656
304	0.02183339218
305	0.02178199561
306	0.02172977948
307	0.0216907714
308	0.02166231314
309	0.02162059778
310	0.02146345154
311	0.02135804558
312	0.02123234847
313	0.02106904212
314	0.02102598217
315	0.02099420401
316	0.0209843025
317	0.02096864728
318	0.02096656074
319	0.02093940781
320	0.02086487392
321	0.02080259897
322	0.02065462936
323	0.02058627875
324	0.020557719
325	0.02051153209
326	0.02050951945
327	0.02050765549
328	0.02043797998
329	0.02040003172
330	0.02031912316
331	0.02022013333
332	0.02017487253
333	0.02012290462
334	0.02009971206
335	0.02007315921
336	0.01996748539
337	0.01989975587
338	0.01987474062
339	0.01976966208
340	0.01969379449
341	0.01967457285
342	0.01963412053
343	0.01959928985
344	0.01953309109
345	0.01949322611
346	0.01946186732
347	0.01939941778
348	0.01937063484
349	0.01930761803
350	0.0192015027
351	0.01914236239
352	0.01909558354
353	0.01907587409
354	0.0190393709
355	0.01897965871
356	0.01890229327
357	0.01887349639
358	0.0188143374
359	0.01874499769
360	0.0186992993
361	0.01864592604
362	0.018566354
363	0.01852679362
364	0.0184766515
365	0.018450291
366	0.01842689167
367	0.01841523211
368	0.01840002824
369	0.01836803666
370	0.01834609469
371	0.01824938286
372	0.01820288563
373	0.01816032462
374	0.01806484844
375	0.0180501818
376	0.01793678335
377	0.01785874245
378	0.0177598546
379	0.01766393343
380	0.01766155316
381	0.0176404941
382	0.0176046056
383	0.01760318956
384	0.01755144342
385	0.01750415721
386	0.01745086041
387	0.01741690956
388	0.01734513259
389	0.01730622384
390	0.01724882963
391	0.01711628978
392	0.0170950637
393	0.01700506999
394	0.01697852722
395	0.01696133028
396	0.01694167002
397	0.01690114496
398	0.01683644162
399	0.0168351189
400	0.01683508256
401	0.01681203419
402	0.01680010702
403	0.01678473501
404	0.01675246139
405	0.01667713592
406	0.01665326523
407	0.01663508254
408	0.01663508309
409	0.01660545532
410	0.01658437095
411	0.01653121988
412	0.01652992492
413	0.01649808918
414	0.01644853793
415	0.0163780572
416	0.01635426828
417	0.01632915084
418	0.01632914574
419	0.0163291377
420	0.01632912078
421	0.01631495051
422	0.01624209086
423	0.01616820625
424	0.01615103449
425	0.01611801451
426	0.01605468102
427	0.0160546715
428	0.01605467419
429	0.01600093186
430	0.01595795881
431	0.01592416321
432	0.01587318766
433	0.01581505082
434	0.01574951588
435	0.01569618023
436	0.0156214203
437	0.01560634512
438	0.01552751986
439	0.015465372
440	0.01544380128
441	0.01541208158
442	0.01539906923
443	0.01539801745
444	0.01539799083
445	0.01539665691
446	0.01538537217
447	0.01531959266
448	0.01530472503
449	0.01526638031
450	0.01520893362
451	0.01515016912
452	0.01513392763
453	0.01504113486
454	0.01502792487
455	0.01501200258
456	0.01495719491
457	0.01493368063
458	0.01490215731
459	0.0149021549
460	0.01481805707
461	0.01480974089
462	0.01479428755
463	0.01478334446
464	0.0147361722
465	0.01472098937
466	0.0146232276
467	0.01457137267
468	0.01453792229
469	0.01453023954
470	0.01451222126
471	0.01446341203
472	0.01444888218
473	0.01443197873
474	0.01441588812
475	0.01438316968
476	0.0143723731
477	0.01435709883
478	0.01434221379
479	0.01430566049
480	0.01424868651
481	0.01418458341
482	0.01412794438
483	0.01409735796
484	0.01407604546
485	0.01400314343
486	0.01396453771
487	0.01395092529
488	0.01393027657
489	0.01391222843
490	0.01386212901
491	0.01381720282
492	0.01380443554
493	0.01375342861
494	0.01374148991
495	0.01368689616
496	0.01367467787
497	0.0136643125
498	0.01360298327
499	0.01360149724
500	0.0135463216
501	0.01350386592
502	0.01347038334
503	0.01341047568
504	0.01335405291
505	0.01332521391
506	0.01327554962
507	0.01324332447
508	0.013218169
509	0.01320695657
510	0.01318247739
511	0.01316970431
512	0.01314418352
513	0.01311616166
514	0.01310766573
515	0.01307186928
516	0.01305979515
517	0.01304692635
518	0.01303381137
519	0.01300568664
520	0.01298012053
521	0.01292033665
522	0.01287567659
523	0.01283751752
524	0.01281949959
525	0.01280764431
526	0.01276058976
527	0.01272642478
528	0.0126972951
529	0.0126543542
530	0.01264272092
531	0.01261534239
532	0.01253957601
533	0.01250271048
534	0.01245624885
535	0.01243694291
536	0.0124221917
537	0.01239470353
538	0.01238515785
539	0.01236134071
540	0.01231195476
541	0.01228180501
542	0.01226955485
543	0.01224302593
544	0.01221834371
545	0.0122017636
546	0.01215324856
547	0.01213707038
548	0.01209076626
549	0.01206237448
550	0.01204816075
551	0.01203424942
552	0.01200107374
553	0.01197680591
554	0.01195779476
555	0.01194479678
556	0.01191555413
557	0.01190452979
558	0.01186648484
559	0.01182585448
560	0.01182539501
561	0.01180019056
562	0.01174574108
563	0.01174437122
564	0.01173349059
565	0.01170506264
566	0.01169361704
567	0.0116686533
568	0.01165064019
569	0.01160574459
570	0.01159478487
571	0.01159359471
572	0.01158550749
573	0.01156935696
574	0.01156934793
575	0.01154985715
576	0.01154106412
577	0.01152012191
578	0.01147807986
579	0.01147122912
580	0.01144959049
581	0.01141103084
582	0.0113952482
583	0.01136967674
584	0.01134952929
585	0.01134462124
586	0.01131004127
587	0.01127442692
588	0.01124733431
589	0.0112411974
590	0.01119569881
591	0.01117491043
592	0.01115542643
593	0.0110978835
594	0.01104291327
595	0.01104284596
596	0.01103945203
597	0.01102739517
598	0.01100426321
599	0.01099070643
600	0.01097465585
601	0.01095498811
602	0.0109431894
603	0.01091912126
604	0.01090401743
605	0.01086982931
606	0.01086557154
607	0.01081671281
608	0.01079756703
609	0.01078833045
610	0.01075354775
611	0.01070700567
612	0.01066762134
613	0.01064125827
614	0.01063118036
615	0.01061197874
616	0.01057779724
617	0.01055604274
618	0.0105303074
619	0.01053029394
620	0.01052258933
621	0.01049274288
622	0.0104665067
623	0.01040240409
624	0.01040230759
625	0.01038456352
626	0.01036351356
627	0.01034009306
628	0.01029684276
629	0.01025942678
630	0.0102327018
631	0.01023121252
632	0.01021146213
633	0.01021049807
634	0.01021049498
635	0.01021049185
636	0.01020907042
637	0.01017978606
638	0.01017977859
639	0.01017976347
640	0.01017976074
641	0.01015532858
642	0.0101080587
643	0.01008873975
644	0.0100744426
645	0.01002899083
646	0.01001980814
647	0.009991860098
648	0.009977139476
649	0.009967337225
650	0.009941700348
651	0.009901979184
652	0.009901980006
653	0.009901966578
654	0.009901879827
655	0.009888566328
656	0.009881155552
657	0.009879068621
658	0.009866279071
659	0.009854093031
660	0.009847005351
661	0.009793218223
662	0.009793196418
663	0.009768783066
664	0.009731036785
665	0.009723416132
666	0.00971649573
667	0.009716481315
668	0.009687088887
669	0.009656149705
670	0.009624187344
671	0.009586133462
672	0.009565075533
673	0.009544190353
674	0.00953635288
675	0.009534647664
676	0.009534606711
677	0.009534585989
678	0.009528793516
679	0.00946396779
680	0.009454036496
681	0.009454002743
682	0.009435960105
683	0.009413949099
684	0.009413949099
685	0.009413932089
686	0.009413905122
687	0.009413904299
688	0.009409928566
689	0.009409925751
690	0.009409239469
691	0.009409237107
692	0.009409217438
693	0.009399518772
694	0.009399509047
695	0.009398692015
696	0.009398691873
697	0.009392068716
698	0.009391646242
699	0.00939156537
700	0.00939156537
701	0.009391555538
702	0.009391549815
703	0.009390815688
704	0.009390788951
705	0.009390740826
706	0.009390729222
707	0.009371437237
708	0.009365100163
709	0.009353720513
710	0.009346446452
711	0.00934643354
712	0.009346430197
713	0.009346427794
714	0.009334398163
715	0.009311053555
716	0.009292685486
717	0.009264012376
718	0.009263977845
719	0.009263968631
720	0.009263968631
721	0.009263962788
722	0.009263928884
723	0.009263920326
724	0.009239241678
725	0.009208846282
726	0.009204179144
727	0.009174408818
728	0.009174373383
729	0.009174364509
730	0.00917436703
731	0.009156927969
732	0.009156867446
733	0.009156803039
734	0.009156787949
735	0.009156782151
736	0.009156751015
737	0.00915675087
738	0.009156718294
739	0.009156687014
740	0.009156653034
741	0.009156650389
742	0.009154202295
743	0.009147821649
744	0.009147821649
745	0.009139124164
746	0.009127100659
747	0.009118756386
748	0.009118749991
749	0.009098519301
750	0.009072729039
751	0.009031810951
752	0.009008509326
753	0.008985334875
754	0.00896938263
755	0.008958383242
756	0.008942236844
757	0.008934336794
758	0.008919039378
759	0.008919039378
760	0.008911869368
761	0.008907103847
762	0.008872362038
763	0.008854417581
764	0.008840464956
765	0.008811549203
766	0.008777787792
767	0.008755894464
768	0.00873783036
769	0.008697815993
770	0.008692517014
771	0.008667657446
772	0.008658551543
773	0.008652380074
774	0.008621059297
775	0.00860122656
776	0.008590682116
777	0.008561896806
778	0.00856183718
779	0.008534077627
780	0.0085340589
781	0.008511600776
782	0.008511554878
783	0.008511554878
784	0.008511525294
785	0.008511504432
786	0.008511465593
787	0.008511465593
788	0.008511467269
789	0.008511455839
790	0.008511370323
791	0.008511348189
792	0.008503303644
793	0.008503266835
794	0.008503257114
795	0.00850323706
796	0.008503221178
797	0.008503194224
798	0.008503113508
799	0.00850310994
800	0.00850310994
801	0.00850310994
802	0.008503102176
803	0.008492187408
804	0.008473581285
805	0.008473494243
806	0.008473458131
807	0.008465486249
808	0.008465483234
809	0.008441447602
810	0.008441432099
811	0.008441415991
812	0.008441403928
813	0.008441411268
814	0.008441393748
815	0.008433299182
816	0.00842800659
817	0.00842800659
818	0.00842800659
819	0.00842800659
820	0.00842798709
821	0.008427956844
822	0.008427941062
823	0.008427914784
824	0.008427909035
825	0.008427909035
826	0.008427909035
827	0.008427894058
828	0.008427881922
829	0.008427836285
830	0.008427821314
831	0.008427804624
832	0.008427787281
833	0.008427766974
834	0.008427755696
835	0.008427755696
836	0.008427755696
837	0.008427743213
838	0.008427728091
839	0.008427728091
840	0.008427728091
841	0.008427728091
842	0.008427728091
843	0.008413712757
844	0.008377787122
845	0.008348320041
846	0.008348314823
847	0.00834830946
848	0.00834830459
849	0.008348297537
850	0.0083456667
851	0.008345656406
852	0.008345647811
853	0.0083456293
854	0.008345617784
855	0.008331776732
856	0.008331770288
857	0.008331770288
858	0.00833173686
859	0.008331736846
860	0.008321577741
861	0.008285988936
862	0.008285988936
863	0.008285992762
864	0.008285976158
865	0.008285956981
866	0.008285939017
867	0.008285929123
868	0.008285936626
869	0.008285937271
870	0.008285925235
871	0.008257207975
872	0.008232551776
873	0.008232551776
874	0.008231856751
875	0.008231856751
876	0.008212681598
877	0.00821267171
878	0.008212668294
879	0.008212663807
880	0.008208741957
881	0.008208731482
882	0.008208731482
883	0.008208731482
884	0.008208716565
885	0.008208696403
886	0.008208696403
887	0.008208696403
888	0.008208696403
889	0.008208696403
890	0.008208696403
891	0.008208696403
892	0.008208696403
893	0.008208696403
894	0.008208696403
895	0.008208696403
896	0.008208696403
897	0.008208696403
898	0.008208696403
899	0.00820868219
900	0.00820868219
901	0.00820868219
902	0.00820868219
903	0.00820868219
904	0.00820868219
905	0.00820868219
906	0.00820868219
907	0.00820868219
908	0.00820868219
909	0.00820868219
910	0.00820868219
911	0.00820866643
912	0.008204380343
913	0.008204387514
914	0.008204378931
915	0.008204319982
916	0.008204319982
917	0.008204305988
918	0.008204291473
919	0.008204286576
920	0.008204286576
921	0.008204284964
922	0.008204289004
923	0.008204250881
924	0.008204248921
925	0.008204248676
926	0.008204248676
927	0.008204248676
928	0.008204248676
929	0.008204248676
930	0.008204248676
931	0.008204248676
932	0.008204248676
933	0.008204248676
934	0.008204248676
935	0.008191052037
936	0.008191052037
937	0.008174438316
938	0.008155942657
939	0.008155942014
940	0.008155933207
941	0.008141268905
942	0.008141242806
943	0.008141230283
944	0.008141214676
945	0.008125334336
946	0.008112049373
947	0.008112049373
948	0.008112049373
949	0.008095947252
950	0.008079089568
951	0.008079089568
952	0.008079070825
953	0.008079064401
954	0.008079048886
955	0.008044651913
956	0.008044647126
957	0.008044645283
958	0.008038937034
959	0.008030535805
960	0.008005934894
961	0.007990138607
962	0.00799012684
963	0.00799009008
964	0.00799009008
965	0.00799009008
966	0.007980869159
967	0.007950335507
968	0.007945108001
969	0.007941377867
970	0.007941367327
971	0.007918589578
972	0.00791858351
973	0.007907912883
974	0.007907912883
975	0.007907912883
976	0.007907888207
977	0.007907888207
978	0.007907888207
979	0.007907888207
980	0.007907888207
981	0.007907888207
982	0.007894017255
983	0.007885933738
984	0.007885933738
985	0.007885903948
986	0.007885882217
987	0.007885856127
988	0.007885856127
989	0.007885856127
990	0.007885856127
991	0.007885856127
992	0.007885856127
993	0.007885856127
994	0.007885856127
995	0.007885856127
996	0.007885856127
997	0.007885856127
998	0.007885856127
999	0.007868895002
